Seed,Count,Percent
9001,4,0.000416276407534603
34,4,0.000416276407534603
7970223320302509880,4,0.000416276407534603
32,4,0.000416276407534603
1450,4,0.000416276407534603
110820,4,0.000416276407534603
23455,4,0.000416276407534603
2353123,4,0.000416276407534603
723,4,0.000416276407534603
64,4,0.000416276407534603
250192,4,0.000416276407534603
10000,4,0.000416276407534603
2342,4,0.000416276407534603
2005815,3,0.00031220730565095225
33121,3,0.00031220730565095225
25,3,0.00031220730565095225
23456,3,0.00031220730565095225
9372,3,0.00031220730565095225
2010,3,0.00031220730565095225
98765,3,0.00031220730565095225
23098,3,0.00031220730565095225
1066,3,0.00031220730565095225
300,3,0.00031220730565095225
101,3,0.00031220730565095225
10101,3,0.00031220730565095225
2345,3,0.00031220730565095225
127260,3,0.00031220730565095225
11111,3,0.00031220730565095225
837849,3,0.00031220730565095225
647,3,0.00031220730565095225
123522,3,0.00031220730565095225
74815,3,0.00031220730565095225
54321,3,0.00031220730565095225
511,3,0.00031220730565095225
149,3,0.00031220730565095225
84,3,0.00031220730565095225
156736127,3,0.00031220730565095225
1692,3,0.00031220730565095225
81547,3,0.00031220730565095225
1987,3,0.00031220730565095225
36,3,0.00031220730565095225
377769,3,0.00031220730565095225
1981,3,0.00031220730565095225
1988,3,0.00031220730565095225
404,2,0.0002081382037673015
3487,2,0.0002081382037673015
636,2,0.0002081382037673015
623519,2,0.0002081382037673015
3586662,2,0.0002081382037673015
60,2,0.0002081382037673015
59173,2,0.0002081382037673015
571,2,0.0002081382037673015
7056389,2,0.0002081382037673015
255,2,0.0002081382037673015
512,2,0.0002081382037673015
26082009,2,0.0002081382037673015
24,2,0.0002081382037673015
820,2,0.0002081382037673015
912,2,0.0002081382037673015
77,2,0.0002081382037673015
28378,2,0.0002081382037673015
789,2,0.0002081382037673015
987654321,2,0.0002081382037673015
323440,2,0.0002081382037673015
456,2,0.0002081382037673015
321,2,0.0002081382037673015
424242,2,0.0002081382037673015
4242,2,0.0002081382037673015
4732093,2,0.0002081382037673015
999931111,2,0.0002081382037673015
12342,2,0.0002081382037673015
128,2,0.0002081382037673015
20090425,2,0.0002081382037673015
1245,2,0.0002081382037673015
158907691,2,0.0002081382037673015
11223,2,0.0002081382037673015
180,2,0.0002081382037673015
1996,2,0.0002081382037673015
1587443596,2,0.0002081382037673015
107,2,0.0002081382037673015
222,2,0.0002081382037673015
1994669,2,0.0002081382037673015
1983,2,0.0002081382037673015
1003,2,0.0002081382037673015
2313,2,0.0002081382037673015
1235,2,0.0002081382037673015
232183,2,0.0002081382037673015
149221,2,0.0002081382037673015
1321,1,0.00010406910188365075
626,1,0.00010406910188365075
133,1,0.00010406910188365075
125,1,0.00010406910188365075
1301,1,0.00010406910188365075
13024,1,0.00010406910188365075
66478,1,0.00010406910188365075
663,1,0.00010406910188365075
1256193726,1,0.00010406910188365075
6775431,1,0.00010406910188365075
623,1,0.00010406910188365075
66666,1,0.00010406910188365075
13324591,1,0.00010406910188365075
1344,1,0.00010406910188365075
13374223,1,0.00010406910188365075
6119134012054500977,1,0.00010406910188365075
514,1,0.00010406910188365075
52973992,1,0.00010406910188365075
14,1,0.00010406910188365075
54,1,0.00010406910188365075
54126,1,0.00010406910188365075
5432,1,0.00010406910188365075
1367,1,0.00010406910188365075
54325,1,0.00010406910188365075
54621,1,0.00010406910188365075
55,1,0.00010406910188365075
5605820711843900818,1,0.00010406910188365075
1364157389021990032,1,0.00010406910188365075
5801,1,0.00010406910188365075
13598,1,0.00010406910188365075
1357,1,0.00010406910188365075
600,1,0.00010406910188365075
6001,1,0.00010406910188365075
7074568,1,0.00010406910188365075
2390,1,0.00010406910188365075
728,1,0.00010406910188365075
752015651,1,0.00010406910188365075
85524,1,0.00010406910188365075
8675309,1,0.00010406910188365075
87,1,0.00010406910188365075
892,1,0.00010406910188365075
1111111,1,0.00010406910188365075
109,1,0.00010406910188365075
9090,1,0.00010406910188365075
1048921,1,0.00010406910188365075
9282,1,0.00010406910188365075
10312335,1,0.00010406910188365075
93758,1,0.00010406910188365075
95837203,1,0.00010406910188365075
97895,1,0.00010406910188365075
982,1,0.00010406910188365075
10293,1,0.00010406910188365075
1027,1,0.00010406910188365075
1009,1,0.00010406910188365075
8393,1,0.00010406910188365075
1131,1,0.00010406910188365075
8273645,1,0.00010406910188365075
79845634,1,0.00010406910188365075
12345213,1,0.00010406910188365075
7654321,1,0.00010406910188365075
143039,1,0.00010406910188365075
123094,1,0.00010406910188365075
782629,1,0.00010406910188365075
1227,1,0.00010406910188365075
12082518,1,0.00010406910188365075
12038728732,1,0.00010406910188365075
8273,1,0.00010406910188365075
80,1,0.00010406910188365075
8000,1,0.00010406910188365075
80401,1,0.00010406910188365075
80851,1,0.00010406910188365075
117,1,0.00010406910188365075
8192,1,0.00010406910188365075
114,1,0.00010406910188365075
1423452,1,0.00010406910188365075
4815162342,1,0.00010406910188365075
1439,1,0.00010406910188365075
20150111,1,0.00010406910188365075
3124,1,0.00010406910188365075
20140210,1,0.00010406910188365075
314151692,1,0.00010406910188365075
314159,1,0.00010406910188365075
314519,1,0.00010406910188365075
2014,1,0.00010406910188365075
2012,1,0.00010406910188365075
32200,1,0.00010406910188365075
2009,1,0.00010406910188365075
2007,1,0.00010406910188365075
2006,1,0.00010406910188365075
3333334,1,0.00010406910188365075
20000,1,0.00010406910188365075
2000,1,0.00010406910188365075
19890212,1,0.00010406910188365075
3586663,1,0.00010406910188365075
3600,1,0.00010406910188365075
3021,1,0.00010406910188365075
20921391,1,0.00010406910188365075
144,1,0.00010406910188365075
21398023,1,0.00010406910188365075
24601,1,0.00010406910188365075
2349634,1,0.00010406910188365075
250,1,0.00010406910188365075
2501,1,0.00010406910188365075
250819801106,1,0.00010406910188365075
2512,1,0.00010406910188365075
2244,1,0.00010406910188365075
27,1,0.00010406910188365075
223457,1,0.00010406910188365075
2222,1,0.00010406910188365075
2891,1,0.00010406910188365075
290,1,0.00010406910188365075
29001,1,0.00010406910188365075
2904100,1,0.00010406910188365075
29121985,1,0.00010406910188365075
293286,1,0.00010406910188365075
29624,1,0.00010406910188365075
3653268,1,0.00010406910188365075
19820305,1,0.00010406910188365075
3733,1,0.00010406910188365075
1978,1,0.00010406910188365075
438,1,0.00010406910188365075
168993,1,0.00010406910188365075
452823721,1,0.00010406910188365075
45342412,1,0.00010406910188365075
4545,1,0.00010406910188365075
454545,1,0.00010406910188365075
4548383660131500992,1,0.00010406910188365075
455,1,0.00010406910188365075
4562,1,0.00010406910188365075
4567,1,0.00010406910188365075
458127641,1,0.00010406910188365075
47,1,0.00010406910188365075
1500,1,0.00010406910188365075
4747,1,0.00010406910188365075
243,1,0.00010406910188365075
4905,1,0.00010406910188365075
14695981039346656037,1,0.00010406910188365075
4338,1,0.00010406910188365075
43212,1,0.00010406910188365075
1701,1,0.00010406910188365075
41,1,0.00010406910188365075
3849058430,1,0.00010406910188365075
3886,1,0.00010406910188365075
392,1,0.00010406910188365075
1960,1,0.00010406910188365075
1956,1,0.00010406910188365075
19,1,0.00010406910188365075
4096,1,0.00010406910188365075
413,1,0.00010406910188365075
432,1,0.00010406910188365075
419884521,1,0.00010406910188365075
1796,1,0.00010406910188365075
179,1,0.00010406910188365075
177774,1,0.00010406910188365075
42424242,1,0.00010406910188365075
1729,1,0.00010406910188365075
43143,1,0.00010406910188365075
28,1,0.00010406910188365075
